question,answer1,answer2,spread,rewards_daily_rate,gm_reward_per_100,sm_reward_per_100,bid_reward_per_100,ask_reward_per_100,volatility_sum,volatilty/reward,min_size,1_hour,3_hour,6_hour,12_hour,24_hour,7_day,30_day,best_bid,best_ask,volatility_price,max_spread,tick_size,neg_risk,market_slug,token1,token2,condition_id
Maduro out in 2025?,Yes,No,0.01,250,1.96,2.06,1.44,2.68,28.58,0.07,200,0,0,0,0,0,14.39,13.76,0.14,0.15,0.14,3.5,0.01,FALSE,maduro-out-in-2025-411,45343480653694577807177505914664405669209636932459044719445554137639656106379,41964567801082845894806819450184088025109907047152958677101366054975498213237,0xafc235557ace53ff0b0d2e93392314a7c3f3daab26a79050e985c11282f66df7
"Will Trump say ""Trump"" during Saudi Investment Forum on November 19?",Yes,No,0.03,10,1.95,1.96,2.2,1.73,63.6,0.03,20,0,0,11.66,9.38,8.44,27.58,27.58,0.7,0.73,0.72,4.5,0.01,FALSE,will-trump-say-trump-during-saudi-investment-forum-on-november-19,76108287300575203924351338439370438104421422183281014656538705133441093395016,90740954437236896353933029042878790533654723155563883529033967260819317543459,0x75a133b87a6028c282b16a9c776560efb828259490c7cc82895ce83d7314f70c
Will Israel launch a major ground offensive in Lebanon by December 31?,Yes,No,0.06,5,1.94,1.94,1.93,1.95,40.69,0.05,200,76.61,50.92,36.09,25.55,18.08,9.24,20.14,0.11,0.17,0.14,4.5,0.01,FALSE,will-israel-launch-a-major-ground-offensive-in-lebanon-by-december-31,13409990657879033311537490940445753576133318649170166251263280955508467460358,45372622296275855166423408936890792143416121442924295601722368924562268973977,0x9af11bdd75445870e227995cdd513d06cb53463d66a6013759afdcbcd52b5153
Will Russia capture all of Myrnohrad by November 30?,Yes,No,0.02,10,1.94,1.98,1.58,2.39,41.01,0.05,100,16.87,15.65,11.56,9.29,9.03,13.68,18.3,0.12,0.14,0.13,3.5,0.01,FALSE,will-russia-capture-all-of-myrnohrad-by-november-30,99549747595795545286798177844241906264078217133914324028946718015273192544181,15045210214558481035871213881835058035659562536267089817967721521473309693238,0xa4cc4dd21d9ebf402b8fdf4e31c5e50b51c0fd0222dec8152b124ba5d7c07d25
Will a new country join the Abraham Accords in 2025?,Yes,No,0.03,10,1.94,2.03,1.43,2.63,63.39,0.03,100,0,0,0,8.74,14.73,21.04,19.85,0.22,0.25,0.24,3.5,0.01,FALSE,will-a-new-country-join-the-abraham-accords-in-2025,81465430181684338765245617935977190200188433935837306908895575671789032992104,66963715019439250145157223593943508177990691190290570349039152200411105561505,0x9778aa7639001067d7ddfc3212a678c764352b3ade5a6130100468ecaa46abef
Will the highest temperature in New York City be between 45-46°F on November 19?,Yes,No,0.02,10,1.93,1.94,2.15,1.73,103.05,0.02,50,20.41,35.1,45.28,42.34,37.65,32.7,32.7,0.57,0.59,0.58,3.5,0.01,TRUE,will-the-highest-temperature-in-new-york-city-be-between-45-46f-on-november-19,56571254299619556001240002381324263955208541738848432291535306959839517645566,112334754418294515898561522753117193033973577806122500180313719783730018558924,0xa066ce23a7a5d52949548d675e111d403adacb696058da3005fc8e36aa289c71
"Will Elon Musk post 180-199 tweets from November 14 to November 21, 2025?",Yes,No,0.01,40,1.93,2.27,1.07,3.47,93.58,0.02,50,15.29,21.05,18.13,15.12,28.86,28.87,35.85,0.26,0.27,0.26,3.5,0.01,TRUE,elon-musk-of-tweets-november-14-november-21-180-199,98395248066112709600909746966860060688060656704937475026683853579624378688170,105906205714542557879218902075527561064651194949563555015455433392281377355526,0x5d5d2f850188266727bd60d2fdd288d6d645fb838d64f0454ada125739dd5e24
Will NVIDIA (NVDA) close above $170 end of November?,Yes,No,0.02,10,1.92,1.94,1.65,2.23,56.65,0.03,50,0,0,0,0,27.12,15.79,15.02,0.73,0.75,0.74,4.5,0.01,FALSE,nvda-above-170-on-november-28-2025,20085731581751529026511534316101049820474111178674214083357775723904061557804,38582389897817377398276860277175061748302106455260427882125939537872303053950,0xa66b9a00822b5f84bcc0dd7659ee6b7e91ace6333e790a2aeb32329242f58412
Will Kohls (KSS) beat quarterly earnings?,Yes,No,0.06,5,1.92,1.92,1.93,1.92,14.35,0.13,50,16.64,10.3,7.67,5.45,3.96,2.46,7.93,0.74,0.8,0.77,4.5,0.01,FALSE,kss-quarterly-earnings-gaap-eps-11-25-2025-neg0pt21,95953203351465927587953281709194390642349158717647925910865004616030588545470,99890856201261122770648375107783519352532789951692035509254804901796020808557,0x3e30a3172bad31b90f0bab0a06d389a9aab01d0aeb9702e0215eddde33478685
Will the November 2025 unemployment rate be 4.4%?,Yes,No,0.02,8,1.92,1.92,1.85,2,122.76,0.02,20,0,0,0,3.67,40.92,40.92,40.92,0.4,0.42,0.41,4.5,0.01,TRUE,will-the-november-2025-unemployment-rate-be-4pt4,105881706191328976190525008903800515002858769177947829921340659866000531965012,2456175065792455318996317372857348230979335242127626583449628159614625295895,0xe52215f8df326726c52d903926e4939e7ee7e23a2f68b9c814c2fb084c824615
Will Netflix (NFLX) finish week of November 17 above $160?,Yes,No,0.004,20,1.88,2.04,2.84,1.25,330.63,0.01,20,0,0,68.64,56.27,110.21,110.21,110.21,0.005,0.009,0.01,4.5,0.001,FALSE,nflx-above-160-on-november-21-2025,69255409321400199812945620024841303219214589872711843370800441742846185850141,67855972434458862099823251494358962551174496279340405902206211144519171155654,0x632863b71f7ef03c785828013b89962a7e50cfb19989dbbb830863e3f0d64b63
Will NVIDIA (NVDA) be the top performing Magnificent 7 company during the week of November 17?,Yes,No,0.04,6,1.88,1.88,1.86,1.91,115.91,0.02,50,0,11.48,9.89,13.67,11.17,52.37,52.37,0.16,0.2,0.18,4.5,0.01,TRUE,will-nvidia-nvda-be-the-top-performing-magnificent-7-company-during-the-week-of-november-17,31942340329604972114416041649130853751932433106276988525862471636725921275234,23187521832970271041188880288696356762567223580631864629529465777660327981149,0x38a8d824aec0688c9e14f7fa683ca0ab543ac3c89af5fe6416bcc967c1194551
Will Trump's approval rating hit 40% in 2025?,Yes,No,0.02,15,1.88,2.24,3.44,1.03,41.89,0.04,50,0,22.26,18.12,13.32,14.27,13.92,12.39,0.47,0.49,0.48,3.5,0.01,FALSE,will-trumps-approval-rating-hit-40-in-2025,59657004635562793901929940602865998827780899725869525162781443625591224812078,46622104892437415273463549255318397704514551619615900587269927378829632747761,0x3fe28ac4aee597a761ce00692605e9b8701a544365eb781ddb7453fb10ae31fe
Will Netflix (NFLX) finish week of November 17 above $140?,Yes,No,0.015,20,1.86,2.08,3,1.15,334.53,0.01,20,0,0,68.64,56.27,111.51,111.51,111.51,0.004,0.019,0.01,4.5,0.001,FALSE,nflx-above-140-on-november-21-2025,30785608064139818567958384084794060775703528643912481705718960108170071815850,90443860282207010965284584703075005886302881406116763672425118094541057388293,0xaa07640ff9f5c9e9244faa679899ebfbd28ce8b0cf46977bcff88d085d69d0c0
Will Elon Musk change his X profile picture by December 31?,Yes,No,0.03,10,1.85,1.86,1.88,1.83,10.46,0.18,100,0,0,4.03,5.25,4.31,2.88,3.27,0.61,0.64,0.62,4.5,0.01,FALSE,will-elon-musk-change-his-x-profile-picture-by-december-31,16054007385547251679708249207359543687597026827756204913702303659266506654893,96338899689655975706774545408578817331667806044864530476978084714821639542486,0x562a2600522ffeee8640d11c9eeddf7a81e3f9c75d25becad98d2a28eb4fa62a
Will Naftali Bennett be the next Prime Minister of Israel?,Yes,No,0.03,10,1.84,1.84,1.7,1.99,23.16,0.08,50,0,0,0,2.17,2.18,10.49,10.49,0.31,0.34,0.32,3.5,0.01,TRUE,will-naftali-bennett-be-the-next-prime-minister-of-israel,58945936829392654397399777214757608864525173988558750256164021442231118224154,39409206330527880169507414405291721950884951005340760541937649898052386499519,0x9ed0ecc8b8589e67967d44c4420944a41b6a6806419019a1581d514174eee9b1
Will Russia capture Huliaipole by December 31?,Yes,No,0.03,10,1.83,1.87,1.5,2.24,29.71,0.06,100,0,0,4.7,3.33,3.32,12.74,16.26,0.36,0.39,0.38,3.5,0.01,FALSE,will-russia-capture-huliaipole-by-december-31,61236126408374372605813630352815796239247483988685485425965723570809117484277,35640351810292625785074409660494170236419543038362731891491720889068445230303,0x3315de37bfb5e6565dec1452a914a9160afbe18512aa29a89abf1bfe9c263c7b
Will Google have the best AI model for math at the end of 2025?,Yes,No,0.06,5,1.82,1.82,1.85,1.79,32.49,0.06,50,5.28,9.54,7.02,5.88,7.29,9.03,16.17,0.76,0.82,0.79,4.5,0.01,TRUE,will-google-have-the-best-ai-model-for-math-at-the-end-of-2025,113995286945878890589280874900574638994091370196612742217399139201395229305369,83138173981651801519741533444649744931873657355866247557406950523037775946738,0x6c6f70168265ec2dadd6808a9afdc9fdcda6cda4b81875e31dba8d0b38d50871
Will a dozen eggs cost between $3.00–3.25 in October?,Yes,No,0.06,5,1.81,1.82,1.78,1.85,62.8,0.03,100,0,0,0,0,0,36.13,22.31,0.17,0.23,0.2,4.5,0.01,TRUE,will-a-dozen-eggs-cost-between-3pt003pt25-in-october,95872959790085634865788393387898989630789180548446586407778438559982690477621,115570248814245330442185775477644147291854812717635874481641997481373673898381,0x2003198a00af3d1b44ad8b72bef3ef7c3e5fedb61fbb7fa5d2cdefc42d8d0827
Will Microsoft (MSFT) finish week of November 17 above $570?,Yes,No,0.004,20,1.78,1.93,2.67,1.19,368.67,0,20,0,0,0,56.27,122.89,122.89,122.89,0.006,0.01,0.01,4.5,0.001,FALSE,msft-above-570-on-november-21-2025,103667304759027954975713895765565105651236160002338795353176013791599262412231,70961054141515175641190046927412852185716137554517972156769906498255219930678,0x64e204625e798fa232dea35ec31801705a0065097b6cdddfb51f1cf227a16e03
Will Trump meet with Putin by December 31?,Yes,No,0.01,10,1.78,1.9,1.23,2.58,52.62,0.03,200,23.99,29.5,26.9,27.71,19.71,17.66,13.96,0.19,0.2,0.2,3.5,0.01,FALSE,will-trump-meet-with-putin-by-december-31-157,54443791163475307695238529835526401448259679457783917862775033043535379578184,55974366657597755371068524619727549828174999022278064763312724516630330720484,0xf8ad779f49fc9051a44de57a22b2ffe8608b0a2a7de46f728cbd6bce81a5bc54
"Will Trump say ""War"" 5+ times during Saudi Investment Forum on November 19?",Yes,No,0.01,10,1.77,1.81,1.44,2.18,29.59,0.06,20,14.69,13.46,10.15,11.14,8.37,10.61,10.61,0.59,0.6,0.6,4.5,0.01,FALSE,will-trump-say-war-5-times-during-saudi-investment-forum-on-november-19,14380567928336322683132274802352824846914014059370726989185501894817181103935,91301836505447424873975879698320791114777212688080511052908879840906845391293,0x564f8a754f7ea3b5c1924a565d0c4906932a6a31bfa8c5dc5988e9e466f1b40c
Will Airbnb (ABNB) finish week of November 17 above $130?,Yes,No,0.031,20,1.76,1.76,1.84,1.69,375.81,0,20,0,0,0,0,125.27,125.27,125.27,0.011,0.042,0.03,4.5,0.001,FALSE,abnb-above-130-on-november-21-2025,10605859168020718637881756375386059749617333446216035243131547264128158497745,33467795494676344203187320459377783554911312491500303264368812445392803453592,0x0c8140a3672087fcdb1a8bfd509ae0bd7c0df2c93782a6c6639045389e1ede92
Will November 2025 be the 3rd hottest on record?,Yes,No,0.04,10,1.76,1.76,1.73,1.8,79.26,0.02,100,11.06,7.4,5.23,4.28,26.42,26.42,26.42,0.87,0.91,0.89,4.5,0.01,TRUE,will-november-2025-be-the-3rd-hottest-on-record,80656453759964317655456121727978732572305919206629982396177324630181741145446,61485363626517060219125579753671157374081112590675042468174983542259154601736,0xf8057ef1aa3a17de2ae72b397cb1e9e88086d58d2aaf645036f4aa00316af298
Trump and Marjorie Taylor Greene publicly reconcile by December 31?,Yes,No,0.05,5,1.76,1.76,1.75,1.78,229.29,0.01,100,0,0,0,0,76.43,76.43,76.43,0.25,0.3,0.28,4.5,0.01,FALSE,trump-and-marjorie-taylor-greene-publicly-reconcile-by-december-31,89880932593466128632613540065452082321649520854505155407249374916143195208245,91145332006282604579119065838662003458129474137806103147366057908640157923658,0xf050ef0dc30d1dc8d438bc6bbb755a82f1a5b33130d842b3b55195c1f99242db
Will NightCap Camera be #1 Paid App in the US Apple App Store on November 21?,Yes,No,0.005,15,1.75,2.06,3.16,0.97,,nan,20,0,0,0,0,0,,,0.004,0.009,0.01,4.5,0.001,TRUE,will-nightcap-camera-be-1-paid-app-in-the-us-apple-app-store-on-november-21,63786785765573624258637718007158330171349536572256117616577015015364285910675,102243404033911118657760957682257280633020149393959609902312180078808857072613,0x538cca4c391aa1e2e79f0eaa06e15ce67673439266f9feb3a14ade457185817d
Will Trump’s approval rating be between 41.0 and 41.4 on November 21 2025?,Yes,No,0.05,5,1.74,1.74,1.72,1.76,85.87,0.02,50,15.71,30.74,26.16,26.7,25.07,30.4,30.4,0.26,0.31,0.28,4.5,0.01,TRUE,will-trumps-approval-rating-be-between-41pt0-and-41pt4-on-november-21-2025,68342732708048951332052768463550514461834484320289257242695022267152494870055,70003802692496656627800021324807693361398106407128854860078767007497242557393,0x15e486ecfd27d6b93303ade8628268d97a0db158179fdeb7c213097067af5057
Will Airbnb (ABNB) finish week of November 17 above $150?,Yes,No,0.003,20,1.74,1.86,2.51,1.2,339.57,0.01,20,0,0,0,48.87,113.19,113.19,113.19,0.007,0.01,0.01,4.5,0.001,FALSE,abnb-above-150-on-november-21-2025,62033609944598874694744480417145569218900631082258860823318572890421378692383,3665169105570225082782004143860444149319198595139202027855423518716099300187,0xffbdbfb658bd36f08c060781e924113aa14ae76fcc23063fbae87ad18c8ebbd5
Will Tesla deliver between 400000 and 425000 vehicles in Q4 2025,Yes,No,0.05,5,1.72,1.72,1.7,1.74,46.46,0.04,100,20.78,16.82,16.18,11.46,8.82,11.42,23.74,0.26,0.31,0.28,4.5,0.01,TRUE,will-tesla-deliver-between-400000-and-425000-vehicles-in-q4-2025-924,81712374410691934779050710983230391903316519235480667116036011276816390299928,90767550852313738223198185963763535564815057551202934229894963992206019724851,0xe6004a5ff5fa46f9a0f29bc9f5e183933174d8df1024189e5dc1f42cd1d5be37
"Will Trump say ""Million"" or ""Billion"" or ""Trillion"" 12+ times during Saudi Investment Forum on November 19?",Yes,No,0.03,10,1.71,1.72,1.56,1.88,31.62,0.05,20,12.87,11.98,9.1,8.25,7.7,11.96,11.96,0.83,0.86,0.84,4.5,0.01,FALSE,will-trump-say-million-or-billion-or-trillion-12-times-during-saudi-investment-forum-on-november-19,33944485487318317841261104707047145659035732164181582647495372085080180212150,92961218638694643844087194268972779644560745024649767250222033762437061454876,0x234a3f45e7e5f9bfb2251351b06fdbe764e69261c6a8ba0ac76b398ccbcb491d
"Maduro out by March 31, 2026?",Yes,No,0.02,30,1.71,1.81,1.22,2.4,17.14,0.1,200,6.41,3.89,4.92,4.99,4.31,5.33,10.47,0.34,0.36,0.35,4.5,0.01,FALSE,maduro-out-by-march-31-2026,47380452228751713070322726097676074449505499789775322838989368264459427079864,51557640493959409967450715581364676138625317681860098426262565961674126617926,0x18d8c59309811ce5618ea941f9bde2a96afa5d876a69c42fba2da4bcc56d3c5e
Will NVIDIA reach $216 in November?,Yes,No,0.01,10,1.69,1.87,2.66,1.08,102.13,0.02,50,0,0,18.02,32.32,47.86,24.26,25.98,0.11,0.12,0.12,4.5,0.01,FALSE,will-nvda-reach-216-in-november,12385847689733847435157528327606242852911776605797759992067559553974807405891,53622060160745724915789427600091872279162908066097694738403259905198880179157,0x706eb26450cbb8eee910e6da8b9103628ebca1abac3a27a406c2be791b6e39f3
Will Microsoft (MSFT) finish week of November 17 above $560?,Yes,No,0.004,20,1.69,1.83,2.53,1.13,459,0,20,0,0,0,56.27,153,153,153,0.007,0.011,0.01,4.5,0.001,FALSE,msft-above-560-on-november-21-2025,38325840712643020442577745188665509393307163048815592246991555787752239072658,10878651072978256797700145685115472736818265336803340402670791973215131537087,0xcea69ecbb2c2b54a2e7300986e766362a8c516040a95ceea04410c627176b99c
Based FDV above $500M one day after launch?,Yes,No,0.05,5,1.69,1.7,1.6,1.79,123.53,0.01,50,8.95,6.09,5.63,12.22,62.64,31.18,29.71,0.52,0.57,0.55,3.5,0.01,FALSE,based-fdv-above-500m-one-day-after-launch,14924848605102435499051002360216429510882913480614625712334841544805226802121,92559746894236442679332749053106946246612219755609652323622279936886613287152,0xcc5494faf5ceca60a77a46db255b8c8e30b1bcc7d94d9138f5d4e945bba1ad34
Will Jeannette Jara win the Chilean presidential election?,Yes,No,0.001,200,1.68,1.89,1.03,2.75,100.1,0.02,200,0,0,0,28.88,43.31,32.48,21.25,0.038,0.039,0.04,3.5,0.001,TRUE,will-jeannette-jara-win-the-chilean-presidential-election,25275258976601860306151056759609321158827361858594627600120521769056579627932,32529863558788470022431759869254132455003412332939346616344514335248802832428,0xbc12b9cfb9b3694dee7221b78ea7c1723ebfbee683efeabc0e047f3e547b4170
Will Google (GOOGL) finish week of November 17 above $310?,Yes,No,0.039,20,1.68,1.7,2,1.41,439.56,0,20,0,0,0,0,146.52,146.52,146.52,0.011,0.05,0.03,4.5,0.001,FALSE,googl-above-310-on-november-21-2025,115463539301436820597680288670114735797607528975340198970900973457117627193133,113784233817253199942754131966949820542830211846869733584468184120315642285322,0xd7d51408bcd8715549fabe57ae957ed039235638bbd610fea0b3377dae475301
More EU sanctions on Russia by December 31?,Yes,No,0.05,5,1.67,1.68,1.59,1.76,22.19,0.08,100,5.15,7.27,7.89,9.26,8.62,6.24,9.45,0.65,0.7,0.68,4.5,0.01,FALSE,more-eu-sanctions-on-russia-by-december-31,23059583215105682078650381259626146271400848534436997027948024079446372807322,23403060530620221016038524337354120399509918980390491936047100909638583921179,0x12f5f3c1b0776a92119c1da71ed8358b534cb2da5f90b1dc632bf48b6a32cbdd
Will Airbnb (ABNB) finish week of November 17 above $145?,Yes,No,0.01,20,1.67,1.81,2.5,1.12,459,0,20,0,0,0,56.27,153,153,153,0.007,0.017,0.01,4.5,0.001,FALSE,abnb-above-145-on-november-21-2025,33294089539106204359863481166606767220418911569170688844110436615242370578529,100910956619192150589506295024203452541087908631410403341304027314617687915022,0x08695df51e6da69315e8a3fb279fa2ebf5867899b64ae90f379c60f81ae9171d
Will annual inflation increase by 3.0% in October?,Yes,No,0.06,5,1.66,1.67,1.9,1.45,26.95,0.06,100,0,0,0,1,0.99,14.69,11.05,0.67,0.73,0.7,4.5,0.01,TRUE,will-annual-inflation-increase-by-3pt0-in-october,99029865860366983775241396761986394978292274591554515823126612719460566417047,52256075615941836371920389474658705043687614025797192171735306957601090648688,0x0acac49132c1e8bd6190337938cf8dd579ba2d67bca9221179a3b7f92ff77a8f
Over $1.4B committed to the Monad public sale?,Yes,No,0.004,50,1.64,1.64,1.55,1.74,207.04,0.01,100,0,39.76,40.85,35.29,59.76,73.64,73.64,0.024,0.028,0.03,3.5,0.001,FALSE,over-1pt4b-committed-to-the-monad-public-sale-331-424-636-948,45453518020973871850950717979634283130247995566062054743090579419591925662247,96401384402964622580400243254154498926300768519826279143948297548212273660772,0xde4150566ada49a4942d7668813b362beca78e2a797df1c464884e6ac22af65f
Will HP (HPQ) beat quarterly earnings?,Yes,No,0.05,5,1.63,1.63,1.52,1.74,52.87,0.03,50,22.88,15.83,16.52,14.86,13.19,10.22,29.46,0.4,0.45,0.42,4.5,0.01,FALSE,hpq-quarterly-earnings-nongaap-eps-11-25-2025-0pt92,94599955064672811612238784878954932059740813377847013238363727396362154272718,109360904542429541927691278913759241921854463370606737998699629032104182471978,0xd51547cb1230a175172a2cc26db38aa0775589b70461635f13376a015ce56e62
Will Tesla (TSLA) finish week of November 17 above $380?,Yes,No,0.01,20,1.63,1.66,2.02,1.31,91.98,0.02,20,0,0,0,0,30.66,30.66,30.66,0.83,0.84,0.84,4.5,0.01,FALSE,tsla-above-380-on-november-21-2025,79755219796391564371981374267021739156882248071948595020163414562702300745595,1702268822984022871221962489330022070708007417171296460153434649356259097107,0x74ec90e550f29be050b6041eff02a66e5c643a56ba5bb504d76a6465d5a2d1ca
Will Google have the best AI model for coding at the end of 2025?,Yes,No,0.04,6,1.63,1.63,1.61,1.65,105.74,0.02,50,31.7,43.37,37.15,32.54,56.9,24.76,24.08,0.15,0.19,0.17,4.5,0.01,TRUE,will-google-have-the-best-ai-model-for-coding-at-the-end-of-2025,64937807956228243284960028448203168797813679259872753750167256762461984227795,63019669292727897371510376415573104088220794534287478243360955748291398447049,0x55890cef43397f341312886b61e0b254e83d59941de649bfa9554af51e986eee
